Product_name,Prices,Description,Reviews,CPU,RAM,OS,Storage,Display,Warranty,doc
HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop,24900.0,AMD Athlon Dual Core Processor8 GB LPDDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 YEAR,4.7,AMD Athlon Dual Core,8 GB,Windows 11,8 GB LPDDR4 RAMWindows 11 Operating System256 GB SSD,39.62 cm,No Warranty,hp amd athlon dual core - (8 gb/256 gb ssd/windows 11 home) 255 laptop amd athlon dual core 8 gb 8 gb lpddr4 ramwindows 11 operating system256 gb ssd ₹24900.0 amd athlon dual core processor8 gb lpddr4 ramwindows 11 operating system256 gb ssd39.62 cm (15.6 inch) display1 year
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU Thin and Light ...,35990.0,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.5,Intel Core i3,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,1 Year Carry-in,hp laptop intel core i3 13th gen 1315u - (8 gb/512 gb ssd/windows 11 home) 15-fd0129tu thin and light ... intel core i3 8 gb 8 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹35990.0 intel core i3 processor (13th gen)8 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) display1 year carry-in warranty
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busine...,49990.0,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty Term,4.3,Intel Core i7,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,msi modern 15 intel core i7 12th gen 1255u - (16 gb/512 gb ssd/windows 11 home) modern 15 b12mo busine... intel core i7 16 gb 16 gb ddr4 ramwindows 11 operating system512 gb ssd ₹49990.0 intel core i7 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year warranty term
Acer Aspire 5 15 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A515-58M Thin and Li...,39990.0,Intel Core i3 Processor (13th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW),3.7,Intel Core i3,8 GB,Windows 11,8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year International Travelers,acer aspire 5 15 intel core i3 13th gen 1305u - (8 gb/512 gb ssd/windows 11 home) a515-58m thin and li... intel core i3 8 gb 8 gb lpddr5 ramwindows 11 operating system512 gb ssd ₹39990.0 intel core i3 processor (13th gen)8 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year international travelers warranty (itw)
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,35990.0,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart1 Year Onsite Warranty",4.2,AMD Ryzen 5 Hexa Core,8 GB,Windows 11,8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD,39.62 cm,1 Year,"hp amd ryzen 5 hexa core 5500u - (8 gb/512 gb ssd/windows 11 home) 15s- eq2144au thin and light laptop amd ryzen 5 hexa core 8 gb 8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd ₹35990.0 amd ryzen 5 hexa core processor8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office home 2019 & office 365, hp documentation, hp ssrm, hp smart1 year onsite warranty"
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVI...,90990.0,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.0,AMD Ryzen 7 Octa Core,16 GB,Windows 11,16 GB DDR5 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,asus tuf gaming a15 amd ryzen 7 octa core 7435hs - (16 gb/512 gb ssd/windows 11 home/8 gb graphics/nvi... amd ryzen 7 octa core 16 gb 16 gb ddr5 ramwindows 11 operating system512 gb ssd ₹90990.0 amd ryzen 7 octa core processor16 gb ddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim ...,49990.0,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty,4.3,Intel Core i5,16 GB,Windows 11,16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD,35.56 cm,20241 Year Carry-in,lenovo ideapad slim 3 intel core i5 12th gen 12450h - (16 gb/512 gb ssd/windows 11 home) ideapad slim ... intel core i5 16 gb 16 gb lpddr5 ramwindows 11 home operating system512 gb ssd ₹49990.0 intel core i5 processor (12th gen)16 gb lpddr5 ramwindows 11 home operating system512 gb ssd35.56 cm (14 inch) displayoffice home 20241 year carry-in warranty
Lenovo Yoga 7 WUXGA-OLED Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 14IRL8 2 in 1...,104990.0,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Touchscreen Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.1,Intel Core i7,16 GB,Windows 11,16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD,35.56 cm,No Warranty,lenovo yoga 7 wuxga-oled intel core i7 13th gen 1360p - (16 gb/1 tb ssd/windows 11 home) 14irl8 2 in 1... intel core i7 16 gb 16 gb lpddr5 ramwindows 11 operating system1 tb ssd ₹104990.0 intel core i7 processor (13th gen)16 gb lpddr5 ramwindows 11 operating system1 tb ssd35.56 cm (14 inch) touchscreen display1yr warranty + 1 yr premium care and 1 yr accidental damage protection
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light La...,30500.0,"AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2019 & Office 365, HP Documentation, HP BIOS Recovery, HP Smart, HP Support Assistant1 Year Onsite Warranty",4.1,AMD Ryzen 3 Quad Core,8 GB,Windows 10,8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD,39.62 cm,1 Year,"hp 15s amd ryzen 3 quad core 5300u - (8 gb/512 gb ssd/windows 10 home) 15s- eq2042au thin and light la... amd ryzen 3 quad core 8 gb 8 gb ddr4 ram64 bit windows 10 operating system512 gb ssd ₹30500.0 amd ryzen 3 quad core processor8 gb ddr4 ram64 bit windows 10 operating system512 gb ssd39.62 cm (15.6 inch) displaymicrosoft office 2019 & office 365, hp documentation, hp bios recovery, hp smart, hp support assistant1 year onsite warranty"
DELL MSO'2021 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,35890.0,"Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 CoresRAM & Storage: 8GB DDR4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.37 cm (15.5 inch) Display1 Year Onsite Hardware Service",4.3,,8GB,Windows 11,8GB DDR4 & 512GB SSD,39.37 cm,No Warranty,"dell mso'2021 intel core i3 12th gen 1215u - (8 gb/512 gb ssd/windows 11 home) new inspiron 15 laptop ... nan 8gb 8gb ddr4 & 512gb ssd ₹35890.0 processor: intel i3-1215u (base- 0.9 ghz & turbo up to 4.40 ghz) 6 coresram & storage: 8gb ddr4 & 512gb ssdgraphics & keyboard: integrated & standard keyboarddisplay: 15.6"" fhd wva ag 120hz 250 nits narrow borderintel core i3 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.37 cm (15.5 inch) display1 year onsite hardware service"
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,52990.0,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,3.4,Intel Core i5,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,acer aspire 7 intel core i5 12th gen 12450h - (16 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia g... intel core i5 16 gb 16 gb ddr4 ramwindows 11 operating system512 gb ssd ₹52990.0 intel core i5 processor (12th gen)16 gb ddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
Lenovo V14 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Pro) V14 G2-ITL Business Laptop,30749.0,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 10 Operating System256 GB SSD35.56 cm (14 inch) Display1 Years Manufacturer Warranty,3.9,Intel Core i3,8 GB,Windows 10,8 GB DDR4 RAMWindows 10 Operating System256 GB SSD,35.56 cm,1 Years Manufacturer,lenovo v14 intel core i3 11th gen - (8 gb/256 gb ssd/windows 10 pro) v14 g2-itl business laptop intel core i3 8 gb 8 gb ddr4 ramwindows 10 operating system256 gb ssd ₹30749.0 intel core i3 processor (11th gen)8 gb ddr4 ramwindows 10 operating system256 gb ssd35.56 cm (14 inch) display1 years manufacturer warranty
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...",96990.0,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,4.2,Intel Core i7,16 GB,Windows 11,16 GB DDR5 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,"asus tuf gaming f15, 90whrs battery intel core i7 13th gen 13620h - (16 gb/512 gb ssd/windows 11 home/... intel core i7 16 gb 16 gb ddr5 ramwindows 11 operating system512 gb ssd ₹96990.0 intel core i7 processor (13th gen)16 gb ddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty"
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,49990.0,Intel Core i5 Processor (13th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,4.2,Intel Core i5,16 GB,Windows 11,16 GB LPDDR4X RAM64 bit Windows 11 Home Operating System512 GB SSD,35.56 cm,1 Year,infinix x air pro+ intel core i5 13th gen 1334u - (16 gb/512 gb ssd/windows 11 home) xl434 thin and li... intel core i5 16 gb 16 gb lpddr4x ram64 bit windows 11 home operating system512 gb ssd ₹49990.0 intel core i5 processor (13th gen)16 gb lpddr4x ram64 bit windows 11 home operating system512 gb ssd35.56 cm (14 inch) display1 year onsite warranty
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,61990.0,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.1,Intel Core i5,16 GB,Windows 11,16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD,39.62 cm,20241 Year Carry-in,hp victus intel core i5 13th gen 13420h - (16 gb/512 gb ssd/windows 11 home/4 gb graphics/nvidia gefor... intel core i5 16 gb 16 gb ddr4 ramwindows 11 home operating system512 gb ssd ₹61990.0 intel core i5 processor (13th gen)16 gb ddr4 ramwindows 11 home operating system512 gb ssd39.62 cm (15.6 inch) displaywindows 11 and microsoft office home & student edition 20241 year carry-in warranty
SAMSUNG Galaxy Book5 Pro AI PC Full Metal Chasis Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 1...,139990.0,Intel Core Ultra 7 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty,4.1,Intel Core Ultra 7,16 GB,Windows 11,16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD,35.56 cm,1 Year,samsung galaxy book5 pro ai pc full metal chasis intel core ultra 7 256v - (16 gb/512 gb ssd/windows 1... intel core ultra 7 16 gb 16 gb lpddr5x ramwindows 11 operating system512 gb ssd ₹139990.0 intel core ultra 7 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display1 year onsite warranty
Thomson NEO Core Series Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,32990.0,Intel Core i5 Processor (12th Gen)16 GB LPDDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.2,Intel Core i5,16 GB,Windows 11,16 GB LPDDR4 RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,thomson neo core series intel core i5 12th gen 1235u - (16 gb/512 gb ssd/windows 11 home) in-n15i thin... intel core i5 16 gb 16 gb lpddr4 ramwindows 11 operating system512 gb ssd ₹32990.0 intel core i5 processor (12th gen)16 gb lpddr4 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
HP Pavilion Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1048TU Thin and Li...,75800.0,"Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display""Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart ""1 Year Onsite Warranty",4.3,Intel Core i5,16 GB,Windows 11,16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD,35.56 cm,1 Year,"hp pavilion intel core i5 11th gen 1155g7 - (16 gb/512 gb ssd/windows 11 home) 14-dy1048tu thin and li... intel core i5 16 gb 16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd ₹75800.0 intel core i5 processor (11th gen)16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) touchscreen display""microsoft office home & student 2019, hp documentation, hp ssrm, hp smart ""1 year onsite warranty"
HP 14 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (16 GB/512 GB SSD/Windows 11 Pro) 14 G9 Thin and Light L...,33990.0,"AMD Ryzen 3 Dual Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty",3.7,AMD Ryzen 3 Dual Core,16 GB,Windows 11,16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD,35.56 cm,1 Year,"hp 14 g9 (2025) amd ryzen 3 dual core 3250u - (16 gb/512 gb ssd/windows 11 pro) 14 g9 thin and light l... amd ryzen 3 dual core 16 gb 16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd ₹33990.0 amd ryzen 3 dual core processor16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 pro1 year onsite warranty"
HP G10 AMD Ryzen 5 Hexa Core 7th Gen 7530U Turbo Boost - (8 GB/512 GB SSD/Windows 11 Pro) 245 G10 R5 B...,32599.0,AMD Ryzen 5 Hexa Core Processor (7th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMS OFFICE1 year Onsite Warrenty,4.5,AMD Ryzen 5 Hexa Core,8 GB,Windows 11,8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD,35.56 cm,No Warranty,hp g10 amd ryzen 5 hexa core 7th gen 7530u turbo boost - (8 gb/512 gb ssd/windows 11 pro) 245 g10 r5 b... amd ryzen 5 hexa core 8 gb 8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd ₹32599.0 amd ryzen 5 hexa core processor (7th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displayms office1 year onsite warrenty
DELL Vos Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 3440 Thin and Light Laptop,50990.0,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Hardware Service,3.7,Intel Core i5,8 GB,Windows 11,8 GB DDR4 RAMWindows 11 Operating System512 GB SSD,35.56 cm,No Warranty,dell vos intel core i5 13th gen 1334u - (8 gb/512 gb ssd/windows 11 home) 3440 thin and light laptop intel core i5 8 gb 8 gb ddr4 ramwindows 11 operating system512 gb ssd ₹50990.0 intel core i5 processor (13th gen)8 gb ddr4 ramwindows 11 operating system512 gb ssd35.56 cm (14 inch) display1 year onsite hardware service
Lenovo Ideapad Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15IAH8...,53400.0,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home & Student 20211 Yr. Onsite + 1 Yr. Accidental Damage Protection,4.1,Intel Core i5,16 GB,Windows 11,16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD,39.62 cm,No Warranty,lenovo ideapad intel core i5 12th gen 12450h - (16 gb/512 gb ssd/windows 11 home/4 gb graphics) 15iah8... intel core i5 16 gb 16 gb lpddr5 ramwindows 11 operating system512 gb ssd ₹53400.0 intel core i5 processor (12th gen)16 gb lpddr5 ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) displayoffice home & student 20211 yr. onsite + 1 yr. accidental damage protection
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,114990.0,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty,4.4,Intel Core Ultra 5,16 GB,Windows 11,16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD,39.62 cm,1 Year,samsung galaxy book5 360 ai pc full metal chasis intel core ultra 5 226v - (16 gb/512 gb ssd/windows 1... intel core ultra 5 16 gb 16 gb lpddr5x ramwindows 11 operating system512 gb ssd ₹114990.0 intel core ultra 5 processor16 gb lpddr5x ramwindows 11 operating system512 gb ssd39.62 cm (15.6 inch) touchscreen display1 year onsite warranty
GIGABYTE G6 MF-H2IN853KH Intel Core i7 13th Gen G Series - (16 GB/512 GB SSD/Windows 11 Home/6 GB Grap...,69990.0,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) Display2 Years onsite warranty with pick up and dot,4.4,Intel Core i7,16 GB,Windows 11,16 GB DDR5 RAMWindows 11 Operating System512 GB SSD,40.64 cm,2 Years onsite,gigabyte g6 mf-h2in853kh intel core i7 13th gen g series - (16 gb/512 gb ssd/windows 11 home/6 gb grap... intel core i7 16 gb 16 gb ddr5 ramwindows 11 operating system512 gb ssd ₹69990.0 intel core i7 processor (13th gen)16 gb ddr5 ramwindows 11 operating system512 gb ssd40.64 cm (16 inch) display2 years onsite warranty with pick up and dot
ASUS ROG Strix G16 Intel Core i9 13th Gen 13980HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVID...,149990.0,Intel Core i9 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,4.3,Intel Core i9,16 GB,Windows 11,16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD,40.64 cm,1 Year,asus rog strix g16 intel core i9 13th gen 13980hx - (16 gb/1 tb ssd/windows 11 home/8 gb graphics/nvid... intel core i9 16 gb 16 gb ddr5 ramwindows 11 home operating system1 tb ssd ₹149990.0 intel core i9 processor (13th gen)16 gb ddr5 ramwindows 11 home operating system1 tb ssd40.64 cm (16 inch) displaymicrosoft office home 2024 + microsoft 365 basic1 year onsite warranty
Lenovo V15 G2 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,31749.0,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayNo1 Year Onsite Warranty + 1 Year Accidental Damage Protection Add On,4.3,Intel Core i3,8 GB,Windows 11,8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD,39.62 cm,1 Year,lenovo v15 g2 intel core i3 11th gen 1115g4 - (8 gb/512 gb ssd/windows 11 home) v15 itl g2 laptop intel core i3 8 gb 8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd ₹31749.0 intel core i3 processor (11th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displayno1 year onsite warranty + 1 year accidental damage protection add on
MICROSOFT Laptop Go 3 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) XK1-00045 Thin ...,79990.0,Intel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System256 GB SSD31.5 cm (12.4 Inch) Touchscreen Display1 Year Onsite Warranty,4.8,Intel Core i5,8 GB,Windows 11,8 GB LPDDR5 RAMWindows 11 Operating System256 GB SSD,31.5 cm,1 Year,microsoft laptop go 3 intel core i5 12th gen 1235u - (8 gb/256 gb ssd/windows 11 home) xk1-00045 thin ... intel core i5 8 gb 8 gb lpddr5 ramwindows 11 operating system256 gb ssd ₹79990.0 intel core i5 processor (12th gen)8 gb lpddr5 ramwindows 11 operating system256 gb ssd31.5 cm (12.4 inch) touchscreen display1 year onsite warranty
Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,73490.0,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.4,Intel Core i5,16 GB,Windows 11,16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD,40.64 cm,No Warranty,lenovo ideapad slim 5 2.5k ips intel core i5 13th gen 13500h - (16 gb/1 tb ssd/windows 11 home) 16irl8... intel core i5 16 gb 16 gb lpddr5 ramwindows 11 operating system1 tb ssd ₹73490.0 intel core i5 processor (13th gen)16 gb lpddr5 ramwindows 11 operating system1 tb ssd40.64 cm (16 inch) display1yr warranty + 1 yr premium care and 1 yr accidental damage protection
Lenovo Yoga 6 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,75190.0,AMD Ryzen 5 Hexa Core Processor16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Touchscreen DisplayMicrosoft Office Home & Student 20211Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.1,AMD Ryzen 5 Hexa Core,16 GB,Windows 11,16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD,33.78 cm,No Warranty,lenovo yoga 6 amd ryzen 5 hexa core 7530u - (16 gb/512 gb ssd/windows 11 home) 13abr8 2 in 1 laptop amd ryzen 5 hexa core 16 gb 16 gb lpddr4x ramwindows 11 operating system512 gb ssd ₹75190.0 amd ryzen 5 hexa core processor16 gb lpddr4x ramwindows 11 operating system512 gb ssd33.78 cm (13.3 inch) touchscreen displaymicrosoft office home & student 20211yr warranty + 1 yr premium care and 1 yr accidental damage protection
Lenovo V 14 (2025) Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Light...,40990.0,"Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty",4.1,Intel Core i5,8 GB,Windows 11,8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD,35.56 cm,1 Year,"lenovo v 14 (2025) intel core i5 12th gen 1235u - (8 gb/512 gb ssd/windows 11 pro) v 14 thin and light... intel core i5 8 gb 8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd ₹40990.0 intel core i5 processor (12th gen)8 gb ddr4 ram64 bit windows 11 operating system512 gb ssd35.56 cm (14 inch) displaymicrosoft office 2021, windows 11 pro1 year onsite warranty"
HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/Windows 11 Home) 255 G9 Bus...,32500.0,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM32 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows1 Year Onsite Warranty,4.8,AMD Ryzen 5 Hexa Core,8 GB,Windows 11,8 GB DDR4 RAM32 bit Windows 11 Operating System512 GB SSD,39.62 cm,1 Year,hp 255 g9 silver amd ryzen 5 hexa core amd ryzen5-5625u - (8 gb/512 gb ssd/windows 11 home) 255 g9 bus... amd ryzen 5 hexa core 8 gb 8 gb ddr4 ram32 bit windows 11 operating system512 gb ssd ₹32500.0 amd ryzen 5 hexa core processor8 gb ddr4 ram32 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) displaywindows1 year onsite warranty
HP Victus Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,94990.0,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,Intel Core i7,16 GB,Windows 11,16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD,39.62 cm,1 Year,hp victus intel core i7 13th gen 13700h - (16 gb/512 gb ssd/windows 11 home/6 gb graphics/nvidia gefor... intel core i7 16 gb 16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd ₹94990.0 intel core i7 processor (13th gen)16 gb ddr4 ram64 bit windows 11 operating system512 gb ssd39.62 cm (15.6 inch) display1 year onsite warranty
